type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
2,17179.18,132904.0,115724.82,168997.76,186176.94,0,0
1,59586.51,3507311.95,3566898.45,479125.09,419538.58,0,0
2,13964.41,0.0,0.0,4816488.86,4830453.27,0,0
3,754.14,6076.0,5321.86,0.0,0.0,0,0
2,220849.35,63276.0,0.0,75448.31,296297.66,0,0
3,44908.99,0.0,0.0,0.0,0.0,0,0
3,7517.04,24592.0,17074.96,0.0,0.0,0,0
1,29662.91,13010243.95,13039906.86,71983.57,42320.66,0,0
3,17586.54,44707.0,27120.46,0.0,0.0,0,0
1,106681.4,4284871.87,4391553.26,187693.33,338962.49,0,0
2,296130.61,0.0,0.0,1480547.81,1776678.42,0,0
1,131511.03,29651225.11,29782736.14,137879.9,6368.87,0,0
1,228356.66,7537.0,235893.66,149617.4,0.0,0,0
2,255353.51,0.0,0.0,4266931.52,4522285.03,0,0
2,70548.45,0.0,0.0,718284.47,788832.91,0,0
1,550971.19,4931316.58,5482287.77,3675224.94,3124253.76,0,0
2,99729.88,11427.0,0.0,0.0,99729.88,0,0
3,15218.92,0.0,0.0,0.0,0.0,0,0
2,111127.96,337790.98,226663.02,2054446.96,2165574.92,0,0
2,108440.76,417742.59,309301.83,284835.7,393276.46,0,0
4,1257145.46,0.0,0.0,3567678.86,4824824.32,0,0
2,20427.45,206551.0,186123.55,1762336.54,1782763.99,0,0
1,143115.13,7765423.63,7908538.76,13084433.51,12941318.38,0,0
2,181927.99,11909.0,0.0,0.0,181927.99,0,0
2,1588.87,1821.0,232.13,0.0,1588.87,0,0
2,130162.08,409271.0,279108.92,0.0,130162.08,0,0
2,100539.57,49618.0,0.0,0.0,100539.57,0,0
3,4957.8,0.0,0.0,0.0,0.0,0,0
4,501796.56,0.0,0.0,990938.56,1492735.12,0,0
2,9627.71,31437.0,21809.29,3006132.28,3015759.98,0,0
3,2198.88,41810.04,39611.16,0.0,0.0,0,0
2,8817.22,80758.0,71940.78,27564.85,36382.07,0,0
2,417585.36,20334.0,0.0,6333853.77,6751439.13,0,0
1,382211.8,7236954.62,7619166.42,442369.04,60157.24,0,0
1,252381.08,48515.0,300896.08,0.0,0.0,0,0
3,32775.7,85903.08,53127.38,0.0,0.0,0,0
3,5455.15,106496.0,101040.85,0.0,0.0,0,0
3,40267.99,48078.44,7810.45,0.0,0.0,0,0
4,298255.21,0.0,0.0,2084360.05,2382615.26,0,0
3,19439.13,11531.0,0.0,0.0,0.0,0,0
2,34107.25,118.0,0.0,1430382.88,1464490.13,0,0
3,3573.1,0.0,0.0,0.0,0.0,0,0
2,4843.55,10506.0,5662.45,263.36,5106.92,0,0
2,54465.35,0.0,0.0,2467582.05,2522047.41,0,0
2,22181.23,238666.0,216484.77,0.0,22181.23,0,0
2,84155.48,0.0,0.0,163775.26,247930.73,0,0
1,213680.68,0.0,213680.68,507765.43,294084.76,0,0
2,341390.02,0.0,0.0,1303266.18,1632043.38,0,0
1,210754.09,20.0,210774.09,0.0,0.0,0,0
4,813039.53,0.0,0.0,15562850.64,16375890.18,0,0
1,359830.52,5999129.08,6358959.6,592308.88,232478.36,0,0
4,43822.07,0.0,0.0,108997.48,152819.55,0,0
2,247173.86,0.0,0.0,6812505.42,7347833.2,0,0
3,18377.99,0.0,0.0,0.0,0.0,0,0
2,96686.94,0.0,0.0,192051.38,288738.32,0,0
3,22080.32,0.0,0.0,0.0,0.0,0,0
1,138652.36,2901969.99,3040622.35,1330779.94,1192127.58,0,0
3,4887.48,0.0,0.0,0.0,0.0,0,0
1,77354.65,15591602.27,15668956.91,416002.16,338647.51,0,0
2,150486.96,0.0,0.0,2139211.92,2289698.88,0,0
2,79327.83,0.0,0.0,7890050.13,7969377.95,0,0
3,13091.78,51275.0,38183.22,0.0,0.0,0,0
2,283804.37,16015.0,0.0,1093790.8,1377595.18,0,0
1,287357.88,10017313.08,10304670.96,317163.46,29805.58,0,0
3,3342.71,109359.92,106017.22,0.0,0.0,0,0
3,9487.37,9263.0,0.0,0.0,0.0,0,0
1,166032.98,10967673.85,11133706.82,201516.1,35483.12,0,0
3,1964.21,0.0,0.0,0.0,0.0,0,0
1,113145.63,188831.0,301976.63,177166.45,64020.83,0,0
1,59146.11,30548.0,89694.11,634652.81,575506.7,0,0
2,11594.44,0.0,0.0,102652.15,114246.6,0,0
1,62358.19,9804387.18,9866745.38,3176955.01,3114596.82,0,0
1,39882.97,495346.0,535228.97,0.0,0.0,0,0
2,166637.54,39982.0,0.0,264077.54,430715.08,0,0
2,118895.93,0.0,0.0,8954062.67,9072958.61,0,0
3,8003.26,0.0,0.0,0.0,0.0,0,0
3,10736.42,819.0,0.0,0.0,0.0,0,0
3,1953.54,0.0,0.0,0.0,0.0,0,0
2,183532.67,0.0,0.0,343199.86,526732.52,0,0
2,45235.4,2429.8,0.0,514075.52,559310.92,0,0
3,10230.67,44552.35,34321.68,0.0,0.0,0,0
1,28737.06,16410204.18,16438941.24,336880.31,308143.25,0,0
1,197597.59,2112965.59,2310563.18,2611680.92,2414083.33,0,0
1,328388.81,30.0,328418.81,4036099.03,3707710.22,0,0
1,63752.55,4216.0,67968.55,43230.04,0.0,0,0
5,2780.07,294.0,0.0,188037.8,190817.87,0,0
1,69674.16,118724.0,188398.16,38529.38,0.0,0,0
1,102713.13,1240455.66,1343168.79,1826804.16,1724091.03,0,0
3,10215.52,0.0,0.0,0.0,0.0,0,0
3,11723.95,160081.0,148357.05,0.0,0.0,0,0
2,102714.68,2326.0,0.0,20722.25,123436.93,0,0
1,80847.53,17667457.88,17748305.42,220242.95,139395.42,0,0
1,136238.03,5824527.89,5960765.92,352208.42,215970.39,0,0
1,186048.2,5756953.61,5943001.81,410743.99,77352.97,0,0
1,358332.56,8128566.32,8486898.88,1563199.52,1204866.97,0,0
2,59759.52,0.0,0.0,1454835.52,1843919.21,0,0
3,11368.04,0.0,0.0,0.0,0.0,0,0
2,227734.32,319504.0,91769.68,0.0,227734.32,0,0
2,190572.83,0.0,0.0,425160.13,517733.13,0,0
3,10153.81,84965.21,74811.4,0.0,0.0,0,0
1,123918.07,22043697.75,22167615.83,127847.75,3929.68,0,0
3,2307.59,0.0,0.0,0.0,0.0,0,0
1,154165.19,2535.0,156700.19,77784.11,0.0,0,0
3,32776.73,19804.0,0.0,0.0,0.0,0,0
2,503657.59,0.0,0.0,4610714.81,5114372.4,0,0
1,265736.48,8324567.49,8590303.98,3927642.59,3426125.22,0,0
2,156000.94,0.0,0.0,454654.9,610655.84,0,0
3,27482.51,0.0,0.0,0.0,0.0,0,0
2,76970.59,0.0,0.0,979652.11,1056622.69,0,0
4,341260.77,0.0,0.0,2415542.76,2756803.53,0,0
3,4158.09,4766.0,607.91,0.0,0.0,0,0
1,56148.55,172678.0,228826.55,99010.88,42862.32,0,0
2,206882.67,0.0,0.0,678999.54,885882.22,0,0
1,504189.02,187.0,504376.02,0.0,0.0,0,0
2,363660.15,0.0,0.0,3406607.72,3770267.87,0,0
3,15466.29,11591.0,0.0,0.0,0.0,0,0
3,279.94,506.0,226.06,0.0,0.0,0,0
3,3724.41,0.0,0.0,0.0,0.0,0,0
1,154381.29,2928309.91,3082691.2,3556462.42,3402081.13,0,0
3,12109.14,0.0,0.0,0.0,0.0,0,0
1,361832.41,2548055.55,2909887.96,568134.65,206302.24,0,0
3,19143.49,101729.0,82585.51,0.0,0.0,0,0
3,11002.43,41610.0,30607.57,0.0,0.0,0,0
1,374709.88,934128.18,1308838.06,385584.84,10874.96,0,0
2,126905.19,92852.0,0.0,516775.28,643680.47,0,0
1,110026.41,20612392.58,20722418.99,285074.75,175048.34,0,0
3,9901.0,12321.0,2420.0,0.0,0.0,0,0
3,4815.77,1186135.04,1181319.27,0.0,0.0,0,0
1,52547.01,2774887.02,2827434.03,565681.54,513134.53,0,0
4,227466.19,0.0,0.0,810026.5,1037492.68,0,0
3,35630.99,167.0,0.0,0.0,0.0,0,0
4,1884204.47,0.0,0.0,2010321.44,3894525.91,0,0
3,3611.75,56439.66,52827.91,0.0,0.0,0,0
2,17000.58,17872.0,871.42,2109943.91,2168610.31,0,0
4,425369.5,0.0,0.0,2535567.72,2960937.22,0,0
2,482956.1,114974.0,0.0,159407.27,642363.37,0,0
3,3.65,19400.0,19396.35,0.0,0.0,0,0
3,41870.91,276795.94,234925.04,0.0,0.0,0,0
3,37658.56,0.0,0.0,0.0,0.0,0,0
3,9528.56,0.0,0.0,0.0,0.0,0,0
3,13054.78,5989.0,0.0,0.0,0.0,0,0
1,323113.84,73683.0,396796.84,417948.22,94834.37,0,0
2,75800.89,0.0,0.0,2605304.0,2681104.89,0,0
1,35202.05,2539.0,37741.05,0.0,0.0,0,0
3,12208.65,603223.0,591014.35,0.0,0.0,0,0
2,146659.01,86866.0,0.0,0.0,146659.01,0,0
3,9075.75,0.0,0.0,0.0,0.0,0,0
3,2281.78,0.0,0.0,0.0,0.0,0,0
2,46872.94,368070.31,321197.37,84483.1,131356.04,0,0
1,152066.75,1338937.79,1491004.54,1272799.14,1120732.39,0,0
3,11399.36,5336.0,0.0,0.0,0.0,0,0
1,51724.39,23523101.49,23574825.88,209228.44,157504.05,0,0
3,3165.87,0.0,0.0,0.0,0.0,0,0
1,177070.98,1840879.72,2017950.71,478987.08,301916.09,0,0
2,41489.31,0.0,0.0,2738726.01,2780215.32,0,0
4,617374.5,10044.0,0.0,13410747.49,14028121.99,0,0
3,24049.95,0.0,0.0,0.0,0.0,0,0
5,20856.49,42478.0,21621.51,643155.71,664012.19,0,0
3,1954.35,0.0,0.0,0.0,0.0,0,0
3,7225.86,90581.8,83355.94,0.0,0.0,0,0
3,10739.86,904.13,0.0,0.0,0.0,0,0
3,24325.83,290399.53,266073.71,0.0,0.0,0,0
3,10923.14,267.0,0.0,0.0,0.0,0,0
1,158195.18,4870518.23,5028713.42,320741.73,162546.54,0,0
2,324489.41,0.0,0.0,1299850.96,1624340.38,0,0
2,35451.79,58881.0,23429.21,0.0,33508.12,0,0
3,16194.88,25664.0,9469.12,0.0,0.0,0,0
2,324369.21,0.0,0.0,637227.09,961596.29,0,0
1,58453.75,4579.0,63032.75,0.0,0.0,0,0
2,90112.84,26387.0,0.0,5175900.64,5908549.82,0,0
2,177944.19,0.0,0.0,815089.84,993034.03,0,0
3,10054.04,0.0,0.0,0.0,0.0,0,0
2,3228.72,14320.0,11091.28,0.0,3228.72,0,0
3,22451.38,0.0,0.0,0.0,0.0,0,0
2,213430.21,961170.0,747739.79,476726.52,690156.74,0,0
1,160533.39,6522944.47,6683477.86,601841.78,441308.4,0,0
1,274027.82,5891029.31,6165057.13,467840.03,193812.22,0,0
2,99950.41,0.0,0.0,380990.83,480941.24,0,0
2,184004.66,0.0,0.0,7752645.72,7936650.38,0,0
4,959349.84,0.0,0.0,2113635.13,3072984.96,0,0
2,217264.39,5049.0,0.0,0.0,217264.39,0,0
2,233393.55,0.0,0.0,35287679.86,35429026.59,0,0
2,203651.51,312617.0,108965.49,956940.94,1160592.45,0,0
3,16746.94,0.0,0.0,0.0,0.0,0,0
2,360782.2,41286.0,0.0,1958367.76,2319149.96,0,0
4,183306.03,10847.0,0.0,0.0,242270.54,0,0
3,15324.77,15154.0,0.0,0.0,0.0,0,0
4,566140.74,30122.0,0.0,1051260.58,1617401.31,0,0
3,52542.71,9283.0,0.0,0.0,0.0,0,0
2,198077.68,11604.0,0.0,252054.41,450132.1,0,0
3,12203.07,116874.0,104670.93,0.0,0.0,0,0
3,38374.81,3051.0,0.0,0.0,0.0,0,0
2,170375.46,0.0,0.0,3464515.47,3634890.93,0,0
3,7526.86,504375.26,496848.39,0.0,0.0,0,0
4,214934.76,0.0,0.0,215223.35,430158.1,0,0
4,555631.59,118293.0,0.0,0.0,555631.59,0,0
3,6641.21,0.0,0.0,0.0,0.0,0,0
4,741692.33,6003.04,0.0,1867898.06,2609590.39,0,0
1,124359.41,558.0,124917.41,0.0,0.0,0,0
3,14792.17,0.0,0.0,0.0,0.0,0,0
1,112501.62,126.0,112627.62,4058237.23,3945735.62,0,0
1,35332.09,697826.72,733158.81,19327488.85,19292156.76,0,0
3,8493.98,18119.0,9625.02,0.0,0.0,0,0
2,396543.14,72399.0,0.0,41460.76,438003.9,0,0
1,268713.59,9216236.4,9484949.99,441790.27,173076.68,0,0
3,1198.08,50967.0,49768.92,0.0,0.0,0,0
2,76837.97,504346.08,427508.11,692804.07,769642.05,0,0
3,22225.26,0.0,0.0,0.0,0.0,0,0
1,39781.98,12457827.67,12497609.65,42694.4,2912.42,0,0
3,22056.25,0.0,0.0,0.0,0.0,0,0
1,104054.36,51598.0,155652.36,0.0,0.0,0,0
3,13059.49,759327.0,746267.51,0.0,0.0,0,0
1,255652.72,10489.0,266141.72,0.0,0.0,0,0
3,4741.0,31992.0,27251.0,0.0,0.0,0,0
3,17290.15,0.0,0.0,0.0,0.0,0,0
3,10852.06,21320.0,10467.94,0.0,0.0,0,0
4,86262.23,399658.0,313395.77,243336.72,329598.94,0,0
3,13520.56,0.0,0.0,0.0,0.0,0,0
2,216553.51,5293.68,0.0,3692224.77,3798461.82,0,0
3,5627.3,51803.0,46175.7,0.0,0.0,0,0
2,183012.24,136623.0,0.0,106160.29,289172.54,0,0
3,5244.48,0.0,0.0,0.0,0.0,0,0
3,11564.07,0.0,0.0,0.0,0.0,0,0
2,108548.61,50231.0,0.0,760280.3,868828.91,0,0
4,401820.49,21298.0,0.0,0.0,401820.49,0,0
3,21278.15,0.0,0.0,0.0,0.0,0,0
1,52087.03,37321.0,89408.03,0.0,0.0,0,0
2,82588.17,0.0,0.0,837409.51,919997.69,0,0
2,93556.56,72497.0,0.0,21190.44,114747.0,0,0
3,11915.68,21295.0,9379.32,0.0,0.0,0,0
3,30401.93,517244.35,486842.42,0.0,0.0,0,0
1,260783.87,5219906.71,5480690.58,3008977.79,2748193.92,0,0
3,8771.73,31340.34,22568.61,0.0,0.0,0,0
1,154164.73,476501.93,630666.66,687971.21,533806.48,0,0
2,230268.69,72525.0,0.0,1242663.33,1472932.03,0,0
3,24132.61,334018.28,309885.67,0.0,0.0,0,0
1,253864.31,11480.0,265344.31,958866.68,705002.37,0,0
2,112488.65,0.0,0.0,1317100.06,1429588.71,0,0
3,3286.25,0.0,0.0,0.0,0.0,0,0
1,46036.42,4164221.79,4210258.21,253439.27,207402.85,0,0
2,28847.55,0.0,0.0,212335.06,241182.62,0,0
1,118789.79,8220095.34,8338885.13,2802009.5,2683219.72,0,0
3,7014.91,0.0,0.0,0.0,0.0,0,0
3,4525.15,3109.0,0.0,0.0,0.0,0,0
3,11301.92,0.0,0.0,0.0,0.0,0,0
3,1073.25,47949.89,46876.64,0.0,0.0,0,0
2,36826.45,0.0,0.0,102784.41,139610.86,0,0
1,9482.11,15356583.47,15366065.58,619776.35,610294.25,0,0
2,255299.09,14998.0,0.0,0.0,255299.09,0,0
4,392568.09,16952.0,0.0,0.0,392568.09,0,0
1,330336.97,9165533.06,9495870.03,2342279.99,2011943.02,0,0
3,7932.17,39655.0,31722.83,0.0,0.0,0,0
1,7347.37,12720.0,20067.37,0.0,0.0,0,0
3,61866.93,205558.0,143691.07,0.0,0.0,0,0
1,109622.34,1443.0,111065.34,0.0,0.0,0,0
1,557361.85,88646.0,646007.85,72683.46,0.0,0,0
3,5260.93,20398.0,15137.07,0.0,0.0,0,0
2,82205.73,66128.0,0.0,2643955.81,2726161.54,0,0
1,130376.31,207009.0,337385.31,180063.47,49687.16,0,0
1,332386.93,879022.37,1211409.3,1344639.4,685448.65,0,0
4,789454.65,0.0,0.0,847658.44,1637113.09,0,0
3,2061.96,0.0,0.0,0.0,0.0,0,0
2,153135.07,11587.0,0.0,235444.73,388579.79,0,0
1,93447.87,2512435.5,2605883.37,3584014.75,3490566.88,0,0
3,250.86,0.0,0.0,0.0,0.0,0,0
4,2227799.0,10712.0,0.0,929928.36,3422710.69,0,0
2,130332.0,115119.36,0.0,2443753.26,2574085.25,0,0
3,6854.75,6077.0,0.0,0.0,0.0,0,0
3,12408.28,0.0,0.0,0.0,0.0,0,0
2,149104.92,0.0,0.0,5242559.33,5391664.25,0,0
3,3565.35,59017.0,55451.65,0.0,0.0,0,0
3,31755.37,0.0,0.0,0.0,0.0,0,0
2,115487.22,0.0,0.0,417528.64,533015.86,0,0
3,2947.49,408525.99,405578.5,0.0,0.0,0,0
3,1227.96,249939.37,248711.42,0.0,0.0,0,0
2,77003.87,0.0,0.0,1056856.33,2261741.99,0,0
1,201026.36,4806930.13,5007956.49,776514.91,575488.55,0,0
4,503145.74,100892.0,0.0,0.0,503145.74,0,0
3,5242.64,0.0,0.0,0.0,0.0,0,0
1,98939.25,39480.0,138419.25,0.0,0.0,0,0
3,11330.97,0.0,0.0,0.0,0.0,0,0
1,177031.94,23018.0,200049.94,4182.44,0.0,0,0
3,12830.46,38935.0,26104.54,0.0,0.0,0,0
2,61871.61,23776.0,0.0,1060890.08,1122761.69,0,0
2,56972.94,0.0,0.0,335337.35,392310.29,0,0
3,5915.53,487932.63,482017.1,0.0,0.0,0,0
2,61540.06,5620.85,0.0,1380433.72,1441973.78,0,0
3,622.22,20837.0,20214.78,0.0,0.0,0,0
2,174931.18,0.0,0.0,12592860.99,12767792.16,0,0
3,76361.07,0.0,0.0,0.0,0.0,0,0
1,104711.66,1647.0,106358.66,0.0,0.0,0,0
2,4601.21,159181.0,154579.79,0.0,4601.21,0,0
3,3099.86,42702.0,39602.14,0.0,0.0,0,0
2,313026.56,90734.0,0.0,3882512.43,4195538.99,0,0
2,170201.31,0.0,0.0,762782.78,932984.09,0,0
2,313962.97,9389.0,0.0,0.0,313962.97,0,0
3,5029.72,20289.0,15259.28,0.0,0.0,0,0
2,96996.73,167221.0,70224.27,1247568.69,1344565.42,0,0
3,6152.47,0.0,0.0,0.0,0.0,0,0
3,5078.53,0.0,0.0,0.0,0.0,0,0
3,32940.92,35577.27,2636.35,0.0,0.0,0,0
2,54553.01,0.0,0.0,1181430.53,1235983.54,0,0
1,437844.99,4792270.5,5230115.48,895345.53,457500.54,0,0
3,3629.59,81478.68,77849.09,0.0,0.0,0,0
2,267967.17,0.0,0.0,11671474.29,13121949.7,0,0
1,323030.65,69635.0,392665.65,0.0,0.0,0,0
2,304777.4,22135.0,0.0,94187.06,398964.46,0,0
3,9959.84,0.0,0.0,0.0,0.0,0,0
3,7031.7,0.0,0.0,0.0,0.0,0,0
3,4403.47,108910.52,104507.06,0.0,0.0,0,0
3,9089.22,93663.0,84573.78,0.0,0.0,0,0
3,8656.36,0.0,0.0,0.0,0.0,0,0
1,173887.84,3246888.82,3420776.65,1451487.56,1277599.72,0,0
3,1720.69,0.0,0.0,0.0,0.0,0,0
2,74936.29,0.0,0.0,1155070.04,1230006.32,0,0
3,7863.8,0.0,0.0,0.0,0.0,0,0
2,111222.39,493.0,0.0,248440.37,359662.76,0,0
3,13808.46,8105.0,0.0,0.0,0.0,0,0
3,13413.6,100630.0,87216.4,0.0,0.0,0,0
3,784.97,34855.2,34070.23,0.0,0.0,0,0
2,319604.05,0.0,0.0,1524846.47,1615154.99,0,0
3,160.68,30337.3,30176.62,0.0,0.0,0,0
2,389781.8,12076.0,0.0,0.0,389781.8,0,0
3,6826.71,188228.35,181401.64,0.0,0.0,0,0
3,5829.7,541104.3,535274.6,0.0,0.0,0,0
2,206026.91,103078.0,0.0,100946.42,306973.33,0,0
1,26474.9,12104063.38,12130538.28,1102753.67,1076278.77,0,0
1,123293.17,2777524.19,2900817.36,358082.34,234789.17,0,0
3,10470.4,160168.04,149697.64,0.0,0.0,0,0
1,27724.99,3880499.13,3908224.12,61957.05,34232.06,0,0
3,8656.39,81654.0,72997.61,0.0,0.0,0,0
2,155302.02,30843.0,0.0,0.0,158105.6,0,0
3,13245.68,23868.0,10622.32,0.0,0.0,0,0
3,2664.51,0.0,0.0,0.0,0.0,0,0
1,130087.3,1831693.29,1961780.58,181144.31,0.0,0,0
4,783713.45,60860.0,0.0,1036414.72,1820128.17,0,0
3,9287.68,77198.0,67910.32,0.0,0.0,0,0
1,27654.39,54891.0,82545.39,47750.29,20095.89,0,0
2,41950.48,0.0,0.0,918603.64,960554.11,0,0
2,254548.52,21386.0,0.0,0.0,254548.52,0,0
1,154837.73,3176715.97,3331553.7,319633.22,164795.49,0,0
2,271316.0,0.0,0.0,518480.64,789796.64,0,0
4,588586.08,87892.0,0.0,0.0,333189.27,0,0
1,173871.34,53345.0,227216.34,665847.34,491976.0,0,0
4,1319972.42,19034.0,0.0,0.0,1319972.42,0,0
1,299013.99,3011.0,302024.99,0.0,0.0,0,0
3,17266.51,142463.0,125196.49,0.0,0.0,0,0
2,252157.0,0.0,0.0,619352.47,871509.47,0,0
2,18915.42,27739.0,8823.58,0.0,18915.42,0,0
1,272918.11,22768469.5,23041387.61,1367790.8,1094872.69,0,0
4,1034363.69,0.0,0.0,2814306.53,3848670.21,0,0
4,6201910.71,38478.64,0.0,9486157.66,15688068.38,0,0
5,3060.11,58204.53,55144.42,6829.08,9889.19,0,0
1,271302.46,4735197.43,5006499.89,6444043.51,6172741.04,0,0
2,170404.08,30435.0,0.0,0.0,170404.08,0,0
1,22855.47,8497576.23,8520431.69,1386511.15,1363655.69,0,0
1,558871.3,11045.0,569916.3,0.0,0.0,0,0
3,50264.18,72426.0,22161.82,0.0,0.0,0,0
2,64843.61,600.0,0.0,0.0,64843.61,0,0
1,87044.68,24391813.52,24478858.2,1690148.51,1603103.83,0,0
1,77383.46,32784.0,110167.46,2114361.74,2036978.28,0,0
1,78228.86,39916.0,118144.86,127676.36,49447.49,0,0
1,198792.43,7305603.18,7504395.6,1909499.4,1710706.97,0,0
1,34709.35,4947722.18,4982431.54,756229.61,721520.26,0,0
1,119421.26,4124.0,123545.26,0.0,0.0,0,0
1,185588.47,7145061.22,7330649.69,530258.9,344670.43,0,0
1,115957.37,164904.0,280861.37,2048912.59,1932955.22,0,0
4,1092119.68,0.0,0.0,3558688.14,4650807.82,0,0
3,544.12,3012.0,2467.88,0.0,0.0,0,0
2,211808.82,0.0,0.0,1303557.3,1515366.12,0,0
3,12152.22,30706.0,18553.78,0.0,0.0,0,0
1,126139.97,5784.0,131923.97,207021.62,80881.64,0,0
1,23639.66,8359599.91,8383239.57,287258.13,263618.47,0,0
2,171852.23,20544.0,0.0,9350.0,181202.23,0,0
3,8459.39,70891.75,62432.36,0.0,0.0,0,0
3,2635.01,49048.0,46412.99,0.0,0.0,0,0
3,20853.11,691.0,0.0,0.0,0.0,0,0
2,405473.26,180326.22,0.0,1094804.16,1500277.43,0,0
3,35484.1,0.0,0.0,0.0,0.0,0,0
2,57126.52,341.0,0.0,60972.02,118098.54,0,0
2,253078.18,31484.0,0.0,0.0,253078.18,0,0
1,125377.45,5863485.78,5988863.23,2588401.37,2463023.93,0,0
3,18639.45,12087.4,0.0,0.0,0.0,0,0
2,189316.17,21080.0,0.0,4738712.69,4928028.86,0,0
1,176260.18,2593775.81,2770035.99,212303.81,36043.63,0,0
3,7404.15,0.0,0.0,0.0,0.0,0,0
3,18361.17,0.0,0.0,0.0,0.0,0,0
3,3358.08,85897.0,82538.92,0.0,0.0,0,0
3,4160.04,0.0,0.0,0.0,0.0,0,0
1,210482.89,1953593.25,2164076.13,87889660.74,87679177.85,0,0
1,679.67,9445999.87,9446679.54,736851.73,736172.06,0,0
2,73203.38,11223.0,0.0,1022892.99,1096096.37,0,0
2,168094.93,30895.0,0.0,55483.86,223578.79,0,0
3,11618.85,4131.05,0.0,0.0,0.0,0,0
3,27144.49,1005242.0,978097.51,0.0,0.0,0,0
1,53716.38,2045.0,55761.38,17767.69,0.0,0,0
2,249147.29,0.0,0.0,5586896.46,5836043.75,0,0
1,121076.64,225501.0,346577.64,0.0,0.0,0,0
2,83998.45,726.0,0.0,765292.68,849291.13,0,0
2,286468.78,25286.0,0.0,161674.66,448143.44,0,0
4,269305.03,42469.31,0.0,2579927.91,2849232.93,0,0
1,473488.22,675604.02,1149092.23,1450690.75,977202.54,0,0
1,111972.65,6130056.73,6242029.38,731506.57,619533.92,0,0
2,168352.56,685428.0,517075.44,413255.19,581607.75,0,0
3,3738.62,11603.0,7864.38,0.0,0.0,0,0
2,243976.77,0.0,0.0,749946.57,993923.33,0,0
3,8606.9,622702.77,614095.87,0.0,0.0,0,0
2,132099.68,0.0,0.0,407210.34,539310.01,0,0
2,90383.88,0.0,0.0,277341.77,367725.65,0,0
4,405307.43,0.0,0.0,926604.34,1331911.78,0,0
3,30109.95,205012.0,174902.05,0.0,0.0,0,0
4,506658.36,68307.0,0.0,248138.79,754797.14,0,0
2,166499.41,0.0,0.0,863546.83,1030046.24,0,0
3,6715.1,835.0,0.0,0.0,0.0,0,0
1,61224.84,159.0,61383.84,1847848.1,1786623.26,0,0
2,6293.01,278378.73,272085.71,128256.19,134549.2,0,0
4,155419.73,153684.0,0.0,2162.31,157582.03,0,0
1,336672.55,19805.0,356477.55,68714.53,0.0,0,0
4,1380857.57,150121.0,0.0,647152.56,2028010.13,0,0
4,522785.15,26446.0,0.0,452890.55,975675.7,0,0
2,480493.32,1575.0,0.0,139109.14,619602.47,0,0
2,130345.43,35400.0,0.0,78129.94,208475.38,0,0
2,22562.94,0.0,0.0,5615022.94,5222175.08,0,0
3,20285.74,176.0,0.0,0.0,0.0,0,0
1,174961.92,3042174.73,3217136.65,277049.8,102087.88,0,0
1,182642.19,4351267.88,4533910.07,616155.13,433512.94,0,0
3,12248.06,352527.99,340279.93,0.0,0.0,0,0
2,80157.74,32851.0,0.0,972204.32,1052362.06,0,0
2,251338.68,203443.0,0.0,515529.88,766868.56,0,0
1,34294.06,7876707.19,7911001.25,710551.87,676257.81,0,0
1,81070.21,52010.0,133080.21,739222.24,658152.04,0,0
2,313780.84,318.0,0.0,49293.82,363074.66,0,0
3,14339.58,0.0,0.0,0.0,0.0,0,0
2,585898.82,0.0,0.0,1029686.88,1615585.7,0,0
3,22113.93,9542.0,0.0,0.0,0.0,0,0
2,137824.08,0.0,0.0,491863.45,629687.53,0,0
2,105850.39,0.0,0.0,3114436.8,3220287.19,0,0
2,170511.13,11346.0,0.0,0.0,170511.13,0,0
3,4853.03,186614.4,181761.37,0.0,0.0,0,0
3,1128.22,0.0,0.0,0.0,0.0,0,0
2,188507.62,188194.0,0.0,49830.09,238337.71,0,0
3,140.8,15719.0,15578.2,0.0,0.0,0,0
1,288514.01,17762.0,306276.01,25877.79,0.0,0,0
3,14010.03,0.0,0.0,0.0,0.0,0,0
1,182155.54,61967.0,244122.54,10025568.76,9843413.22,0,0
3,24533.87,0.0,0.0,0.0,0.0,0,0
2,24917.91,0.0,0.0,149897.49,174815.4,0,0
2,123101.79,0.0,0.0,197587.18,320688.97,0,0
3,10109.24,0.0,0.0,0.0,0.0,0,0
2,459921.52,0.0,0.0,496577.0,956498.52,0,0
2,410834.94,1023.0,0.0,122305.83,533140.77,0,0
3,1092.58,0.0,0.0,0.0,0.0,0,0
3,570.8,24014.18,23443.38,0.0,0.0,0,0
4,193618.61,782.0,0.0,0.0,193618.61,0,0
4,233804.82,0.0,0.0,768264.5,1002069.32,0,0
1,12742.96,5614344.73,5627087.69,372652.63,359909.67,0,0
1,59902.21,5913325.33,5973227.54,387228.38,327326.17,0,0
3,19188.01,0.0,0.0,0.0,0.0,0,0
3,5885.44,65379.42,59493.98,0.0,0.0,0,0
1,250526.2,17474473.05,17724999.25,3178859.49,2928333.29,0,0
2,159410.97,0.0,0.0,2427427.84,2586838.81,0,0
1,157911.28,1677893.72,1835805.0,667176.45,995774.37,0,0
3,3893.98,58121.0,54227.02,0.0,0.0,0,0
2,63096.42,0.0,0.0,4063344.91,4126441.33,0,0
